,CO,DOWNSTREAM,UPSTREAM,DATE_TIME
1153668,ALB,382267320.025133,55950031.343383,2020-03-21 15:00:00
1153669,ALB,370603565.263584,68159730.77574,2020-03-21 15:15:00
1153670,ALB,376044844.96679,65291349.688755,2020-03-21 15:30:00
1153671,ALB,391046047.735608,55702585.555166,2020-03-21 15:45:00
1153672,ALB,423174171.652702,45092230.369398,2020-03-21 16:00:00
1153673,ALB,410962597.861705,57408666.072682,2020-03-21 16:15:00
1153674,ALB,426826342.342948,61336572.284266,2020-03-21 16:30:00
1153675,ALB,461421705.265513,62426306.401719,2020-03-21 16:45:00
1153676,ALB,496411173.678957,62568002.858637,2020-03-21 17:00:00
1153677,ALB,429377671.197017,72632299.252162,2020-03-21 17:15:00
1153678,ALB,408831984.524358,83484149.501927,2020-03-21 17:30:00
1153679,ALB,392569905.313735,76814023.331673,2020-03-21 17:45:00
1153680,ALB,398118070.388912,52729992.832707,2020-03-21 18:00:00
1153681,ALB,411383901.851902,51177644.330911,2020-03-21 18:15:00
1153682,ALB,431904306.910267,58129828.480132,2020-03-21 18:30:00
1153683,ALB,429015514.804394,50804722.318019,2020-03-21 18:45:00
1153684,ALB,456023676.541836,45678233.662202,2020-03-21 19:00:00
1153685,ALB,454246966.548775,60581266.182497,2020-03-21 19:15:00
1153686,ALB,492330659.213255,73024331.531409,2020-03-21 19:30:00
1153687,ALB,514973660.462505,91750304.420245,2020-03-21 19:45:00
1153688,ALB,522132256.146608,91130539.422715,2020-03-21 20:00:00
1153689,ALB,543846967.32193,106111128.676315,2020-03-21 20:15:00
1153690,ALB,563095596.687252,114443182.768735,2020-03-21 20:30:00
1153691,ALB,586431286.830153,115170334.061712,2020-03-21 20:45:00
1153692,ALB,591261935.351663,112733376.124732,2020-03-21 21:00:00
1153693,ALB,591216908.517171,118701469.253906,2020-03-21 21:15:00
1153694,ALB,597503225.522993,119786763.727802,2020-03-21 21:30:00
1153695,ALB,602000933.827402,103498297.482224,2020-03-21 21:45:00
1153696,ALB,575539597.054118,96692255.910032,2020-03-21 22:00:00
1153697,ALB,544785321.443504,95076984.147807,2020-03-21 22:15:00
1153698,ALB,538297484.365149,76008207.462639,2020-03-21 22:30:00
1153699,ALB,539429786.563063,70321410.795299,2020-03-21 22:45:00
1153700,ALB,535898417.716481,68089169.131315,2020-03-21 23:00:00
1153701,ALB,491109664.095726,70700104.340986,2020-03-21 23:15:00
1153702,ALB,435390340.480317,69097526.253367,2020-03-21 23:30:00
1153703,ALB,448548602.799116,75454748.338744,2020-03-21 23:45:00
1155048,ALB,444027043.65729,74738368.903113,2020-03-22 00:00:00
1155049,ALB,410227186.301747,93272787.745398,2020-03-22 00:15:00
1155050,ALB,367650943.472188,95730478.986404,2020-03-22 00:30:00
1155051,ALB,326417348.718165,77436132.947566,2020-03-22 00:45:00
1155052,ALB,287121307.727222,30067445.333281,2020-03-22 01:00:00
1155053,ALB,257996352.312172,59145096.208542,2020-03-22 01:15:00
1155054,ALB,239457270.572146,57683215.899668,2020-03-22 01:30:00
1155055,ALB,222698414.138434,46312440.733594,2020-03-22 01:45:00
1155056,ALB,205952549.887233,58380068.08139,2020-03-22 02:00:00
1155057,ALB,185755640.766861,48895754.611947,2020-03-22 02:15:00
1155058,ALB,170843201.995934,41790312.34098,2020-03-22 02:30:00
1155059,ALB,168099188.90706,48460167.485021,2020-03-22 02:45:00
1155060,ALB,167912891.773717,45151828.568067,2020-03-22 03:00:00
1155061,ALB,159067513.687082,45610187.112681,2020-03-22 03:15:00
1155062,ALB,147690629.805321,48679960.131336,2020-03-22 03:30:00
1155063,ALB,141870312.049462,38023059.117531,2020-03-22 03:45:00
1155064,ALB,137905073.583546,31194553.09051,2020-03-22 04:00:00
1155065,ALB,133781458.770512,69692739.658531,2020-03-22 04:15:00
1155066,ALB,133485256.541198,86035305.603225,2020-03-22 04:30:00
1155067,ALB,133781757.203712,77075813.87431,2020-03-22 04:45:00
1155068,ALB,131045461.641017,72856396.765446,2020-03-22 05:00:00
1155069,ALB,125401016.251087,69383527.533189,2020-03-22 05:15:00
1155070,ALB,135266568.007571,70299484.327084,2020-03-22 05:30:00
1155071,ALB,122830116.931557,68523647.937695,2020-03-22 05:45:00
1155072,ALB,124694288.137825,54028631.476596,2020-03-22 06:00:00
1155073,ALB,123615724.918145,74373843.868938,2020-03-22 06:15:00
1155074,ALB,126112223.333271,75288741.838418,2020-03-22 06:30:00
1155075,ALB,132412826.963346,68732463.806683,2020-03-22 06:45:00
1155076,ALB,140288540.616532,75442097.909555,2020-03-22 07:00:00
1155077,ALB,142834653.137224,63572312.460475,2020-03-22 07:15:00
1155078,ALB,151786915.251036,68673001.723755,2020-03-22 07:30:00
1155079,ALB,158980707.731034,45219807.583564,2020-03-22 07:45:00
1155080,ALB,181500034.870176,23054647.17772,2020-03-22 08:00:00
1155081,ALB,196908439.136744,21249262.92125,2020-03-22 08:15:00
1155082,ALB,181747109.50267,20596251.273665,2020-03-22 08:30:00
1155083,ALB,180787857.739089,27665434.277479,2020-03-22 08:45:00
1155084,ALB,193154113.653979,31680187.347446,2020-03-22 09:00:00
1155085,ALB,223032212.992763,31904913.45032,2020-03-22 09:15:00
1155086,ALB,235887340.147182,32192568.916875,2020-03-22 09:30:00
1155087,ALB,246131828.456425,32778999.241007,2020-03-22 09:45:00
1155088,ALB,271560652.456632,31882432.026045,2020-03-22 10:00:00
1155089,ALB,332097345.414717,33555438.287084,2020-03-22 10:15:00
1155090,ALB,317338930.731906,33288439.037929,2020-03-22 10:30:00
1155091,ALB,296862695.895872,46772794.83348,2020-03-22 10:45:00
1155092,ALB,326359667.212661,46780916.979829,2020-03-22 11:00:00
1155093,ALB,301098593.560793,42082442.492977,2020-03-22 11:15:00
1155094,ALB,321778802.719003,41034340.225898,2020-03-22 11:30:00
1155095,ALB,330991219.500526,42342738.297589,2020-03-22 11:45:00
1155096,ALB,335374075.602897,39988832.835599,2020-03-22 12:00:00
1155097,ALB,332100760.208918,40072931.225246,2020-03-22 12:15:00
1155098,ALB,358919195.784215,37561839.689211,2020-03-22 12:30:00
1155099,ALB,388002326.993494,39414425.895174,2020-03-22 12:45:00
1155100,ALB,415315166.835523,38709117.108909,2020-03-22 13:00:00
1155101,ALB,418555451.282988,45912646.730752,2020-03-22 13:15:00
1155102,ALB,389566126.401957,44763732.92184,2020-03-22 13:30:00
1155103,ALB,374613162.596751,52119465.613016,2020-03-22 13:45:00
1155104,ALB,376592754.644075,44745976.508834,2020-03-22 14:00:00
1155105,ALB,384176388.304671,44956472.715238,2020-03-22 14:15:00
1155106,ALB,396882710.279673,62111832.962745,2020-03-22 14:30:00
1155107,ALB,391112885.648414,53033629.943183,2020-03-22 14:45:00
1155108,ALB,382231861.330589,43642706.121942,2020-03-22 15:00:00
1155109,ALB,388005937.610418,38406011.413375,2020-03-22 15:15:00
1155110,ALB,392428238.246871,37344943.484541,2020-03-22 15:30:00
1155111,ALB,398009748.244181,35673473.553355,2020-03-22 15:45:00
1155112,ALB,374141203.546449,34913254.34667,2020-03-22 16:00:00
1155113,ALB,351501891.269253,37458674.234451,2020-03-22 16:15:00
1155114,ALB,335855124.40437,37967728.898788,2020-03-22 16:30:00
1155115,ALB,348263220.160597,38041860.999788,2020-03-22 16:45:00
1155116,ALB,358263179.596075,37947368.178894,2020-03-22 17:00:00
1155117,ALB,364840323.893608,38793435.763188,2020-03-22 17:15:00
1155118,ALB,376788923.981486,41220198.872571,2020-03-22 17:30:00
1155119,ALB,391005604.894938,35800548.815184,2020-03-22 17:45:00
1155120,ALB,408754120.03735,42640809.787406,2020-03-22 18:00:00
1155121,ALB,433405665.618384,40641295.362877,2020-03-22 18:15:00
1155122,ALB,437240701.263494,45467998.689984,2020-03-22 18:30:00
1155123,ALB,451573624.993425,38207902.627636,2020-03-22 18:45:00
1155124,ALB,433912275.170822,35167390.366988,2020-03-22 19:00:00
1155125,ALB,455633690.691715,43700845.354468,2020-03-22 19:15:00
1155126,ALB,487668704.318969,50694761.927842,2020-03-22 19:30:00
1155127,ALB,502433171.195018,79183412.518979,2020-03-22 19:45:00
1155128,ALB,524909659.821645,70650362.725562,2020-03-22 20:00:00
1155129,ALB,542770619.629389,74531425.931613,2020-03-22 20:15:00
1155130,ALB,586055197.538559,77631910.201852,2020-03-22 20:30:00
1155131,ALB,593244301.658761,74269483.983229,2020-03-22 20:45:00
1155132,ALB,620168647.773764,77635031.799746,2020-03-22 21:00:00
1155133,ALB,639579655.36248,78596368.475054,2020-03-22 21:15:00
1155134,ALB,629963962.099253,80448095.457644,2020-03-22 21:30:00
1155135,ALB,619353809.683412,79846979.715245,2020-03-22 21:45:00
1155136,ALB,599329281.232162,77461635.944462,2020-03-22 22:00:00
1155137,ALB,571124689.243759,78927848.357795,2020-03-22 22:15:00
1155138,ALB,557943691.851111,69673598.443604,2020-03-22 22:30:00
1155139,ALB,549498205.248933,49619307.47933,2020-03-22 22:45:00
1155140,ALB,524510833.369393,48802963.598408,2020-03-22 23:00:00
1155141,ALB,492671851.200589,47045702.983867,2020-03-22 23:15:00
1155142,ALB,427395907.353034,49725978.150379,2020-03-22 23:30:00
1155143,ALB,406827285.980065,50880623.659526,2020-03-22 23:45:00
1156488,ALB,347900854.68861,42893609.127942,2020-03-23 00:00:00
1156489,ALB,300283039.971869,43763873.424439,2020-03-23 00:15:00
1156490,ALB,282792084.950623,41623715.992722,2020-03-23 00:30:00
1156491,ALB,248775304.635359,42768873.576806,2020-03-23 00:45:00
1156492,ALB,223287164.969678,31540476.826603,2020-03-23 01:00:00
1156493,ALB,214464795.514895,49798266.539756,2020-03-23 01:15:00
1156494,ALB,192337464.371805,46076812.702566,2020-03-23 01:30:00
1156495,ALB,176723100.687271,24092804.420926,2020-03-23 01:45:00
1156496,ALB,171985528.752014,29232049.837093,2020-03-23 02:00:00
1156497,ALB,155290368.903344,32143002.480342,2020-03-23 02:15:00
1156498,ALB,140575199.89661,22489424.485258,2020-03-23 02:30:00
1156499,ALB,141834159.257208,20020084.012426,2020-03-23 02:45:00
1156500,ALB,143104253.978665,21800882.843344,2020-03-23 03:00:00
1156501,ALB,137038430.741242,22351334.458519,2020-03-23 03:15:00
1156502,ALB,121401376.539463,18848631.745555,2020-03-23 03:30:00
1156503,ALB,113355106.588578,18578217.604894,2020-03-23 03:45:00
1156504,ALB,116873033.572526,20859359.75627,2020-03-23 04:00:00
1156505,ALB,110324680.879436,19069356.45155,2020-03-23 04:15:00
1156506,ALB,105323645.871492,36754497.179428,2020-03-23 04:30:00
1156507,ALB,107337457.05943,16704172.72372,2020-03-23 04:45:00
1156508,ALB,103534718.530549,18754192.338231,2020-03-23 05:00:00
1156509,ALB,103725004.213069,16172711.156046,2020-03-23 05:15:00
1156510,ALB,104638605.769779,15856724.256179,2020-03-23 05:30:00
1156511,ALB,102892773.856423,16220413.672235,2020-03-23 05:45:00
1156512,ALB,113831083.373336,18033837.825805,2020-03-23 06:00:00
1156513,ALB,116040183.898069,19025112.171018,2020-03-23 06:15:00
1156514,ALB,125429936.883462,24321931.892797,2020-03-23 06:30:00
1156515,ALB,129216697.614259,18934064.277462,2020-03-23 06:45:00
1156516,ALB,135685196.535237,20834690.981608,2020-03-23 07:00:00
1156517,ALB,149068434.345115,26841443.175071,2020-03-23 07:15:00
1156518,ALB,166696142.841203,32254606.876811,2020-03-23 07:30:00
1156519,ALB,183952230.412532,22722700.669384,2020-03-23 07:45:00
1156520,ALB,198136572.633907,28851129.408529,2020-03-23 08:00:00
1156521,ALB,224017755.130346,39435323.083395,2020-03-23 08:15:00
1156522,ALB,253856424.927883,47326087.060624,2020-03-23 08:30:00
1156523,ALB,264391427.919531,54753330.324462,2020-03-23 08:45:00
1156524,ALB,253737650.497631,60930200.055944,2020-03-23 09:00:00
1156525,ALB,245523233.061819,56582719.707123,2020-03-23 09:15:00
1156526,ALB,297734790.289596,58474723.184545,2020-03-23 09:30:00
1156527,ALB,273948176.279887,62584049.863638,2020-03-23 09:45:00
1156528,ALB,256825285.892434,62552128.845484,2020-03-23 10:00:00
1156529,ALB,275919647.663203,62534464.64453,2020-03-23 10:15:00
1156530,ALB,263873513.166201,67183880.627981,2020-03-23 10:30:00
1156531,ALB,270065277.05457,61386577.224038,2020-03-23 10:45:00
1156532,ALB,260955685.461919,73108434.995303,2020-03-23 11:00:00
1156533,ALB,265509787.185749,74078097.941384,2020-03-23 11:15:00
1156534,ALB,271804613.719463,80835376.256988,2020-03-23 11:30:00
1156535,ALB,283902247.891102,73156838.543354,2020-03-23 11:45:00
1156536,ALB,289162718.908438,63341700.808736,2020-03-23 12:00:00
1156537,ALB,291441730.044551,57374334.4545,2020-03-23 12:15:00
1156538,ALB,290485729.186108,71827045.735424,2020-03-23 12:30:00
1156539,ALB,286283024.544887,64604148.294553,2020-03-23 12:45:00
1156540,ALB,296301124.657401,59279984.083861,2020-03-23 13:00:00
1156541,ALB,319192567.390856,78961316.415663,2020-03-23 13:15:00
1156542,ALB,356929295.294787,87964688.004362,2020-03-23 13:30:00
1156543,ALB,351163157.823553,79352928.418198,2020-03-23 13:45:00
1156544,ALB,314138871.413413,79942910.745089,2020-03-23 14:00:00
1156545,ALB,325205994.952031,88421301.61255,2020-03-23 14:15:00
1156546,ALB,331956798.792256,90527203.853602,2020-03-23 14:30:00
1156547,ALB,317944961.027857,81863015.789999,2020-03-23 14:45:00
1156548,ALB,317244322.764018,98680540.460709,2020-03-23 15:00:00
1156549,ALB,328606575.88658,97424433.365344,2020-03-23 15:15:00
1156550,ALB,328374802.618275,82101418.797355,2020-03-23 15:30:00
1156551,ALB,322837488.292868,89733969.789269,2020-03-23 15:45:00
1156552,ALB,320376897.982898,72424845.252554,2020-03-23 16:00:00
1156553,ALB,341248062.13316,72698866.660908,2020-03-23 16:15:00
1156554,ALB,367270226.08922,76712644.455337,2020-03-23 16:30:00
1156555,ALB,365245400.317445,76973071.900403,2020-03-23 16:45:00
1156556,ALB,362780708.669367,65007164.611659,2020-03-23 17:00:00
1156557,ALB,376051027.94218,80542771.882195,2020-03-23 17:15:00
1156558,ALB,406612538.890029,88798179.325769,2020-03-23 17:30:00
1156559,ALB,371754687.866735,63248647.814735,2020-03-23 17:45:00
1156560,ALB,360631728.367911,63744357.452161,2020-03-23 18:00:00
1156561,ALB,373878917.228738,64550638.232765,2020-03-23 18:15:00
1156562,ALB,376080401.324458,77189848.232549,2020-03-23 18:30:00
1156563,ALB,383928533.967064,90030642.673183,2020-03-23 18:45:00
1156564,ALB,396452266.091838,74055931.651389,2020-03-23 19:00:00
1156565,ALB,427479406.245602,63744849.663521,2020-03-23 19:15:00
1156566,ALB,447732244.087102,62703696.104754,2020-03-23 19:30:00
1156567,ALB,487305389.195973,70559056.578924,2020-03-23 19:45:00
1156568,ALB,535239673.395133,73100368.177762,2020-03-23 20:00:00
1156569,ALB,522247193.960696,76665182.008736,2020-03-23 20:15:00
1156570,ALB,538984963.246806,75227605.070091,2020-03-23 20:30:00
1156571,ALB,536951256.518436,73554539.716767,2020-03-23 20:45:00
1156572,ALB,580526729.702847,75789382.574188,2020-03-23 21:00:00
1156573,ALB,587654053.610621,79572964.158618,2020-03-23 21:15:00
1156574,ALB,579708489.441314,80249035.630166,2020-03-23 21:30:00
1156575,ALB,579463235.174632,79084294.207136,2020-03-23 21:45:00
1156576,ALB,563988391.697253,75726579.498985,2020-03-23 22:00:00
1156577,ALB,570375686.05925,92400956.86026,2020-03-23 22:15:00
1156578,ALB,559470212.598437,79290043.434168,2020-03-23 22:30:00
1156579,ALB,549314235.31571,87591698.181015,2020-03-23 22:45:00
1156580,ALB,455187433.146778,64159446.355838,2020-03-23 23:00:00
1156581,ALB,413509135.529425,63480671.24568,2020-03-23 23:15:00
1156582,ALB,383119855.36473,95077694.193043,2020-03-23 23:30:00
1156583,ALB,364809691.649659,98723064.54223,2020-03-23 23:45:00
1157928,ALB,319576662.729982,96454116.018806,2020-03-28 00:00:00
1157929,ALB,306493730.464808,85874604.194209,2020-03-28 00:15:00
1157930,ALB,275164615.76019,74624985.035986,2020-03-28 00:30:00
1157931,ALB,246020831.22188,75075175.665425,2020-03-28 00:45:00
1157932,ALB,223618387.505615,66219142.706793,2020-03-28 01:00:00
1157933,ALB,210805502.47044,94847520.114361,2020-03-28 01:15:00
1157934,ALB,207219201.29751,97244933.612113,2020-03-28 01:30:00
1157935,ALB,167595707.133717,85052605.18889,2020-03-28 01:45:00
1157936,ALB,158013667.242989,77744553.147699,2020-03-28 02:00:00
1157937,ALB,162634255.936113,102013416.100707,2020-03-28 02:15:00
1157938,ALB,150925902.763018,84542683.598475,2020-03-28 02:30:00
1157939,ALB,150860106.467439,90663369.589162,2020-03-28 02:45:00
1157940,ALB,141833698.352036,85130414.564118,2020-03-28 03:00:00
1157941,ALB,149692996.61485,84659465.389538,2020-03-28 03:15:00
1157942,ALB,156860642.995265,88413983.985893,2020-03-28 03:30:00
1157943,ALB,137935624.605941,93331681.752774,2020-03-28 03:45:00
1157944,ALB,117850951.742112,88192205.957029,2020-03-28 04:00:00
1157945,ALB,103206774.123736,78854304.136723,2020-03-28 04:15:00
1157946,ALB,72867303.553212,64115108.88407,2020-03-28 04:30:00
1157947,ALB,71465244.765989,61210845.234392,2020-03-28 04:45:00
1157948,ALB,66853781.089079,56289037.84081,2020-03-28 05:00:00
1157949,ALB,67903162.196262,47478785.745827,2020-03-28 05:15:00
1157950,ALB,67905220.522539,45339441.491759,2020-03-28 05:30:00
1157951,ALB,66478687.815442,46180404.251528,2020-03-28 05:45:00
1157952,ALB,70152715.79452,48670357.030272,2020-03-28 06:00:00
1157953,ALB,72058828.26812,49340764.800804,2020-03-28 06:15:00
1157954,ALB,74282673.838547,57467440.897363,2020-03-28 06:30:00
1157955,ALB,80599107.508704,56782053.940844,2020-03-28 06:45:00
1157956,ALB,89529453.34798,55939198.420095,2020-03-28 07:00:00
1157957,ALB,94614668.294861,61201379.985647,2020-03-28 07:15:00
1157958,ALB,98658943.199284,56336601.46791,2020-03-28 07:30:00
1157959,ALB,103727404.688034,57255782.105726,2020-03-28 07:45:00
1157960,ALB,109990262.806465,58890593.590324,2020-03-28 08:00:00
1157961,ALB,119256140.25235,61757667.516861,2020-03-28 08:15:00
1157962,ALB,135379221.779985,61023802.723911,2020-03-28 08:30:00
1157963,ALB,140399005.986548,59877097.746136,2020-03-28 08:45:00
1157964,ALB,149490765.54729,60214043.163804,2020-03-28 09:00:00
1157965,ALB,146911732.02641,66003957.308378,2020-03-28 09:15:00
1157966,ALB,163826371.105155,46735823.027005,2020-03-28 09:30:00
1157967,ALB,172480193.063606,32337352.913839,2020-03-28 09:45:00
1157968,ALB,193535943.30101,27151378.445492,2020-03-28 10:00:00
1157969,ALB,199172729.481308,30104923.569876,2020-03-28 10:15:00
1157970,ALB,208059784.033098,29985195.83597,2020-03-28 10:30:00
1157971,ALB,216770695.248828,31533143.934772,2020-03-28 10:45:00
1157972,ALB,192323959.240188,23911004.227974,2020-03-28 11:00:00
1157973,ALB,205937036.031938,29220960.114059,2020-03-28 11:15:00
1157974,ALB,214688905.977968,26781635.836076,2020-03-28 11:30:00
1157975,ALB,214882608.113888,29382766.272363,2020-03-28 11:45:00
1157976,ALB,209371196.578772,32758334.808662,2020-03-28 12:00:00
1157977,ALB,219597730.638458,32759156.666939,2020-03-28 12:15:00
1157978,ALB,228969629.60424,33810590.995978,2020-03-28 12:30:00
1157979,ALB,263723980.534262,40505887.341031,2020-03-28 12:45:00
1157980,ALB,260371557.16194,33566665.537063,2020-03-28 13:00:00
1157981,ALB,266308923.828218,36894694.623704,2020-03-28 13:15:00
1157982,ALB,254980001.746386,34632703.751247,2020-03-28 13:30:00
1157983,ALB,241989235.023069,27195974.678593,2020-03-28 13:45:00
1157984,ALB,232733105.762087,28413689.056636,2020-03-28 14:00:00
1157985,ALB,246095654.076635,29389833.202139,2020-03-28 14:15:00
1157986,ALB,250450006.51931,30751453.950228,2020-03-28 14:30:00
1157987,ALB,222320092.1308,29247519.1466,2020-03-28 14:45:00
1157988,ALB,218555480.329925,26178989.064436,2020-03-28 15:00:00
1157989,ALB,235478067.398315,24448837.922457,2020-03-28 15:15:00
1157990,ALB,216112742.821387,25773020.319158,2020-03-28 15:30:00
1157991,ALB,214326725.286908,33089465.511448,2020-03-28 15:45:00
1157992,ALB,227471853.957099,43372356.2451,2020-03-28 16:00:00
1157993,ALB,230797796.78912,43673012.734561,2020-03-28 16:15:00
1157994,ALB,236618420.124755,34183592.879644,2020-03-28 16:30:00
1157995,ALB,245030617.432846,35488124.015055,2020-03-28 16:45:00
1157996,ALB,251615362.238794,38832950.826757,2020-03-28 17:00:00
1157997,ALB,252252342.028581,43843765.726145,2020-03-28 17:15:00
1157998,ALB,276041414.149583,42679343.218364,2020-03-28 17:30:00
1157999,ALB,293712441.992051,45744759.169914,2020-03-28 17:45:00
1158000,ALB,296402878.216567,36558177.505858,2020-03-28 18:00:00
1158001,ALB,290649124.850623,39947355.789437,2020-03-28 18:15:00
1158002,ALB,318184012.259919,34669908.474177,2020-03-28 18:30:00
1158003,ALB,341156165.313927,40767734.395768,2020-03-28 18:45:00
1158004,ALB,379951981.084877,39838740.637075,2020-03-28 19:00:00
1158005,ALB,384676961.859498,56287746.444399,2020-03-28 19:15:00
1158006,ALB,397491194.346698,54079785.253112,2020-03-28 19:30:00
1158007,ALB,421432482.168927,41380541.350268,2020-03-28 19:45:00
1158008,ALB,435716929.351603,41892557.265653,2020-03-28 20:00:00
1158009,ALB,457070920.460996,54100060.997685,2020-03-28 20:15:00
1158010,ALB,482905107.626173,45146367.342485,2020-03-28 20:30:00
1158011,ALB,486794371.964375,50527127.956959,2020-03-28 20:45:00
1158012,ALB,513032421.535875,43371163.94032,2020-03-28 21:00:00
1158013,ALB,506382747.283936,43649974.180112,2020-03-28 21:15:00
1158014,ALB,519282916.532882,43449241.903828,2020-03-28 21:30:00
1158015,ALB,548252797.57081,55599548.860383,2020-03-28 21:45:00
1158016,ALB,523109958.9969,44009357.312436,2020-03-28 22:00:00
1158017,ALB,500591554.122253,55860425.273032,2020-03-28 22:15:00
1158018,ALB,471454113.943967,51833413.908136,2020-03-28 22:30:00
1158019,ALB,455382962.138671,59021156.106059,2020-03-28 22:45:00
1158020,ALB,426018880.055596,53936638.107131,2020-03-28 23:00:00
1158021,ALB,395011885.172254,58069457.925653,2020-03-28 23:15:00
1158022,ALB,377654664.164807,70481950.498622,2020-03-28 23:30:00
1158023,ALB,353480379.661342,64519840.611786,2020-03-28 23:45:00
1159368,ALB,326805162.89744,43675587.660224,2020-03-29 00:00:00
1159369,ALB,302987056.376903,61064729.163374,2020-03-29 00:15:00
1159370,ALB,258212144.27999,54800182.818897,2020-03-29 00:30:00
1159371,ALB,242410895.831979,68065238.00557,2020-03-29 00:45:00
1159372,ALB,224766138.19945,64985455.077969,2020-03-29 01:00:00
1159373,ALB,202338040.674113,92657043.018756,2020-03-29 01:15:00
1159374,ALB,184246567.262348,76218813.448318,2020-03-29 01:30:00
1159375,ALB,175342286.635594,52439839.55175,2020-03-29 01:45:00
1159376,ALB,159017307.557098,49326965.912452,2020-03-29 02:00:00
1159377,ALB,156007792.068144,54786370.731015,2020-03-29 02:15:00
1159378,ALB,137129838.922015,54668935.566215,2020-03-29 02:30:00
1159379,ALB,123981651.564078,57355876.602812,2020-03-29 02:45:00
1159380,ALB,114476029.89111,47797265.18956,2020-03-29 03:00:00
1159381,ALB,122751403.045285,92617310.508593,2020-03-29 03:15:00
1159382,ALB,109794719.730666,93538163.352101,2020-03-29 03:30:00
1159383,ALB,108010555.621169,92583417.612277,2020-03-29 03:45:00
1159384,ALB,101944869.896187,90655969.283999,2020-03-29 04:00:00
1159385,ALB,101409883.364768,93517921.89018,2020-03-29 04:15:00
1159386,ALB,104162246.324524,93005797.29848,2020-03-29 04:30:00
1159387,ALB,94031423.270311,74016675.947111,2020-03-29 04:45:00
1159388,ALB,92190644.154634,88590398.124665,2020-03-29 05:00:00
1159389,ALB,97663554.461166,92614776.482263,2020-03-29 05:15:00
1159390,ALB,88933987.142434,90345661.419272,2020-03-29 05:30:00
1159391,ALB,81173393.487489,91459941.455279,2020-03-29 05:45:00
1159392,ALB,90770872.467706,93237567.531111,2020-03-29 06:00:00
1159393,ALB,87366095.603742,89658250.547303,2020-03-29 06:15:00
